formula_id,product,brand,volume_ml,retail_usd,ingredient_name,material_class,inci_position,technology,concentration_low_pct,concentration_base_pct,concentration_high_pct,amount_low_g,amount_base_g,amount_high_g,amount_basis,estimate_class,included_in_peptide_mass,product_source_url,basis_source_url
peach_lily,Copper Peptide Pro Firming Serum,Peach & Lily,30,49.00,Nonapeptide-1,other,18,,5e-05,0.0005,0.005,1.5e-05,0.00015,0.0015,INCI position 18 + other prior (middle zone),modeled_inci_class_prior,yes,https://www.peachandlily.com/products/copper-peptide-pro-firming-serum,https://www.fda.gov/cosmetics/cosmetics-labeling-regulations/summary-cosmetics-labeling-requirements
niod_cais3,CAIS3 Copper Amino Isolate Serum 3 1:1,NIOD,15,74.00,Tripeptide-29,other,3,,0.0005,0.005,0.05,7.5e-05,0.00075,0.0075,INCI position 3 + other prior (early zone),modeled_inci_class_prior,yes,https://niod.com/en-cv/copper-amino-isolate-serum-3-11-cais3-serum-100368.html,https://www.fda.gov/cosmetics/cosmetics-labeling-regulations/summary-cosmetics-labeling-requirements
niod_cais3,CAIS3 Copper Amino Isolate Serum 3 1:1,NIOD,15,74.00,Tripeptide-1 Copper Acetate,copper,4,,1,1,1,0.15,0.15,0.15,official 1% GHK-Cu,published_final_dose,yes,https://niod.com/en-cv/copper-amino-isolate-serum-3-11-cais3-serum-100368.html,https://niod.com/en-cv/copper-amino-isolate-serum-3-11-cais3-serum-100368.html
niod_cais3,CAIS3 Copper Amino Isolate Serum 3 1:1,NIOD,15,74.00,Tripeptide-1 Acetate,other,5,,1,1,1,0.15,0.15,0.15,official 1% GHK,published_final_dose,yes,https://niod.com/en-cv/copper-amino-isolate-serum-3-11-cais3-serum-100368.html,https://niod.com/en-cv/copper-amino-isolate-serum-3-11-cais3-serum-100368.html
niod_cais3,CAIS3 Copper Amino Isolate Serum 3 1:1,NIOD,15,74.00,Myristoyl Nonapeptide-3,lipopeptide,6,,0.0001,0.001,0.01,1.5e-05,0.00015,0.0015,INCI position 6 + lipopeptide prior (early zone),modeled_inci_class_prior,yes,https://niod.com/en-cv/copper-amino-isolate-serum-3-11-cais3-serum-100368.html,https://www.fda.gov/cosmetics/cosmetics-labeling-regulations/summary-cosmetics-labeling-requirements
niod_cais3,CAIS3 Copper Amino Isolate Serum 3 1:1,NIOD,15,74.00,Trifluoroacetyl Tripeptide-2,other,7,,0.0005,0.005,0.05,7.5e-05,0.00075,0.0075,INCI position 7 + other prior (early zone),modeled_inci_class_prior,yes,https://niod.com/en-cv/copper-amino-isolate-serum-3-11-cais3-serum-100368.html,https://www.fda.gov/cosmetics/cosmetics-labeling-regulations/summary-cosmetics-labeling-requirements
niod_cais3,CAIS3 Copper Amino Isolate Serum 3 1:1,NIOD,15,74.00,Acetyl Tetrapeptide-2,other,8,,0.0005,0.005,0.05,7.5e-05,0.00075,0.0075,INCI position 8 + other prior (early zone),modeled_inci_class_prior,yes,https://niod.com/en-cv/copper-amino-isolate-serum-3-11-cais3-serum-100368.html,https://www.fda.gov/cosmetics/cosmetics-labeling-regulations/summary-cosmetics-labeling-requirements
allies_copper,Copper Tripeptide & Ectoin Advanced Repair Serum,Allies of Skin,30,199.00,Copper Tripeptide Complex (INCI identity not disclosed),copper,1,1% Copper Tripeptide Complex,0.001,0.01,0.1,0.0003,0.003,0.03,official 1% complex; pure GHK-Cu not listed in current INCI,modeled_with_published_complex,yes,https://us.allies.shop/products/copper-tripeptide-ectoin-advanced-repair-serum,https://us.allies.shop/products/copper-tripeptide-ectoin-advanced-repair-serum
allies_copper,Copper Tripeptide & Ectoin Advanced Repair Serum,Allies of Skin,30,199.00,Acetyl Hexapeptide-8,expression,14,2% AHP-8 Complex,0.001,0.005,0.01,0.0003,0.0015,0.003,official 2% AHP-8 complex; pure assay undisclosed,modeled_with_published_complex,yes,https://us.allies.shop/products/copper-tripeptide-ectoin-advanced-repair-serum,https://us.allies.shop/products/copper-tripeptide-ectoin-advanced-repair-serum
qa_multi,Multi-Peptide Facial Serum,Q+A,30,13.00,Palmitoyl Tripeptide-1,lipopeptide,4,,0.0001,0.0003,0.0005,3e-05,9e-05,0.00015,modeled 1/3/5% Matrikines/Matrixyl-like complex,published_or_supplier_derived,yes,https://us.qandaskin.com/products/multi-peptide-facial-serum,https://us.qandaskin.com/products/multi-peptide-facial-serum
qa_multi,Multi-Peptide Facial Serum,Q+A,30,13.00,Palmitoyl Tetrapeptide-7,lipopeptide,5,,5e-05,0.00015,0.00025,1.5e-05,4.5e-05,7.5e-05,modeled 1/3/5% Matrikines/Matrixyl-like complex,published_or_supplier_derived,yes,https://us.qandaskin.com/products/multi-peptide-facial-serum,https://us.qandaskin.com/products/multi-peptide-facial-serum
qa_multi,Multi-Peptide Facial Serum,Q+A,30,13.00,Acetyl Hexapeptide-1,expression,6,,0.001,0.005,0.02,0.0003,0.0015,0.006,INCI position 6 + expression prior (early zone),modeled_inci_class_prior,yes,https://us.qandaskin.com/products/multi-peptide-facial-serum,https://www.fda.gov/cosmetics/cosmetics-labeling-regulations/summary-cosmetics-labeling-requirements
qa_multi,Multi-Peptide Facial Serum,Q+A,30,13.00,sh-Polypeptide-69,polypeptide,7,,0.0001,0.001,0.01,3e-05,0.0003,0.003,INCI position 7 + polypeptide prior (early zone),modeled_inci_class_prior,yes,https://us.qandaskin.com/products/multi-peptide-facial-serum,https://www.fda.gov/cosmetics/cosmetics-labeling-regulations/summary-cosmetics-labeling-requirements
