record_id,pmid,doi,pmcid,year,title,journal,authors,open_access,full_text_available,source_query,europe_pmc_url
21265866,21265866,10.1111/j.1468-2494.2010.00616.x,,2011,The melanogenesis and mechanisms of skin-lightening agents--existing and new approaches.,,"Gillbro JM, Olsson MJ.",N,,pigment,https://europepmc.org/article/MED/21265866
20622869,20622869,10.1038/ncb2081,PMC3792482,2010,Mammalian Rap1 controls telomere function and gene expression through binding to telomeric and extratelomeric sites.,,"Martinez P, Thanasoula M, Carlos AR, Gómez-López G, Tejera AM, Schoeftner S, Dominguez O, Pisano DG, Tarsounas M, Blasco MA.",N,,pigment,https://europepmc.org/article/MED/20622869
30537675,30537675,10.1016/j.biopha.2018.12.006,,2019,Kojic acid applications in cosmetic and pharmaceutical preparations.,,"Saeedi M, Eslamifar M, Khezri K.",N,,pigment,https://europepmc.org/article/MED/30537675
26247543,26247543,10.1001/jamaoncol.2015.2666,PMC4635441,2015,Acute and Short-term Toxic Effects of Conventionally Fractionated vs Hypofractionated Whole-Breast Irradiation: A Randomized Clinical Trial.,,"Shaitelman SF, Schlembach PJ, Arzu I, Ballo M, Bloom ES, Buchholz D, Chronowski GM, Dvorak T, Grade E, Hoffman KE, Kelly P, Ludwig M, Perkins GH, Reed V, Shah S, Stauder MC, Strom EA, Tereffe W, Woodward WA, Ensor J, Baumann D, Thompson AM, Amaya D, Davis T, Guerra W, Hamblin L, Hortobagyi G, Hunt KK, Buchholz TA, Smith BD.",N,,pigment,https://europepmc.org/article/MED/26247543
20398960,20398960,10.1016/j.jaad.2009.10.051,,2011,Reliability assessment and validation of the Melasma Area and Severity Index (MASI) and a new modified MASI scoring method.,,"Pandya AG, Hynan LS, Bhore R, Riley FC, Guevara IL, Grimes P, Nordlund JJ, Rendon M, Taylor S, Gottschalk RW, Agim NG, Ortonne JP.",N,,pigment,https://europepmc.org/article/MED/20398960
25184917,25184917,10.1590/abd1806-4841.20143063,PMC4155956,2014,Melasma: a clinical and epidemiological review.,,"Handel AC, Miot LD, Miot HA.",Y,,pigment,https://europepmc.org/article/MED/25184917
18045355,18045355,10.1111/j.1529-8019.2007.00144.x,,2007,Skin lightening preparations and the hydroquinone controversy.,,Draelos ZD.,N,,pigment,https://europepmc.org/article/MED/18045355
34312881,34312881,10.1111/ics.12728,,2021,Oxidative stress in the skin: Impact and related protection.,,"Chen J, Liu Y, Zhao Z, Qiu J.",N,,pigment,https://europepmc.org/article/MED/34312881
29763564,29763564,10.1021/acs.jmedchem.7b00967,,2018,Inhibitors of Melanogenesis: An Updated Review.,,"Pillaiyar T, Namasivayam V, Manickam M, Jung SH.",N,,pigment,https://europepmc.org/article/MED/29763564
17363223,17363223,10.1016/j.jdermsci.2007.01.009,,2007,The vascular characteristics of melasma.,,"Kim EH, Kim YC, Lee ES, Kang HY.",N,,pigment,https://europepmc.org/article/MED/17363223
28208818,28208818,10.3390/molecules22020281,PMC6155946,2017,"Hydroxycinnamic Acids and Their Derivatives: Cosmeceutical Significance, Challenges and Future Perspectives, a Review.",,"Taofiq O, González-Paramás AM, Barreiro MF, Ferreira IC.",Y,,pigment,https://europepmc.org/article/MED/28208818
34812859,34812859,10.1001/jama.2021.17633,,2021,Management of Acne Vulgaris: A Review.,,"Eichenfield DZ, Sprague J, Eichenfield LF.",N,,pigment,https://europepmc.org/article/MED/34812859
16465624,16465624,10.1086/500850,PMC1380294,2006,Loss-of-function mutations in the keratin 5 gene lead to Dowling-Degos disease.,,"Betz RC, Planko L, Eigelshoven S, Hanneken S, Pasternack SM, Bussow H, Van Den Bogaert K, Wenzel J, Braun-Falco M, Rutten A, Rogers MA, Ruzicka T, Nöthen MM, Magin TM, Kruse R.",N,,pigment,https://europepmc.org/article/MED/16465624
17981333,17981333,10.1016/j.ophtha.2007.08.030,,2008,Retinal precursors and the development of geographic atrophy in age-related macular degeneration.,,"Klein ML, Ferris FL, Armstrong J, Hwang TS, Chew EY, Bressler SB, Chandra SR, AREDS Research Group.",N,,pigment,https://europepmc.org/article/MED/17981333
16807664,16807664,10.1007/s11373-006-9092-8,,2006,Arsenic carcinogenesis in the skin.,,"Yu HS, Liao WT, Chai CY.",N,,pigment,https://europepmc.org/article/MED/16807664
28726212,28726212,10.1007/s13555-017-0194-1,PMC5574745,2017,Melasma: an Up-to-Date Comprehensive Review.,,"Ogbechie-Godec OA, Elbuluk N.",Y,,pigment,https://europepmc.org/article/MED/28726212
20725554,20725554,,PMC2921758,2010,"Postinflammatory hyperpigmentation: a review of the epidemiology, clinical features, and treatment options in skin of color.",,"Davis EC, Callender VD.",N,,pigment,https://europepmc.org/article/MED/20725554
25155575,25155575,10.1111/php.12335,PMC4299862,2015,"MC1R, eumelanin and pheomelanin: their role in determining the susceptibility to skin cancer.",,"Nasti TH, Timares L.",N,,pigment,https://europepmc.org/article/MED/25155575
20140240,20140240,10.1371/journal.pgen.1000833,PMC2816679,2010,"Mutations in SLC29A3, encoding an equilibrative nucleoside transporter ENT3, cause a familial histiocytosis syndrome (Faisalabad histiocytosis) and familial Rosai-Dorfman disease.",,"Morgan NV, Morris MR, Cangul H, Gleeson D, Straatman-Iwanowska A, Davies N, Keenan S, Pasha S, Rahman F, Gentle D, Vreeswijk MP, Devilee P, Knowles MA, Ceylaner S, Trembath RC, Dalence C, Kismet E, Köseoğlu V, Rossbach HC, Gissen P, Tannahill D, Maher ER.",Y,,pigment,https://europepmc.org/article/MED/20140240
17544598,17544598,10.1016/j.ijrobp.2007.02.044,,2007,Intensity-modulated radiotherapy results in significant decrease in clinical toxicities compared with conventional wedge-based breast radiotherapy.,,"Harsolia A, Kestin L, Grills I, Wallace M, Jolly S, Jones C, Lala M, Martinez A, Schell S, Vicini FA.",N,,pigment,https://europepmc.org/article/MED/17544598
28911859,28911859,10.1016/j.cellsig.2017.09.004,,2017,Recent development of signaling pathways inhibitors of melanogenesis.,,"Pillaiyar T, Manickam M, Jung SH.",N,,pigment,https://europepmc.org/article/MED/28911859
21920241,21920241,10.1016/j.jaad.2010.12.046,,2011,Melasma: a comprehensive update: part I.,,"Sheth VM, Pandya AG.",N,,pigment,https://europepmc.org/article/MED/21920241
18190541,18190541,10.1111/j.1524-4725.2007.34062.x,,2008,Side effects and complications of fractional laser photothermolysis: experience with 961 treatments.,,"Graber EM, Tanzi EL, Alster TS.",N,,pigment,https://europepmc.org/article/MED/18190541
31382682,31382682,10.3390/antiox8080275,PMC6720745,2019,<i>p</i>-Coumaric Acid as An Active Ingredient in Cosmetics: A Review Focusing on its Antimelanogenic Effects.,,Boo YC.,Y,,pigment,https://europepmc.org/article/MED/31382682
28314711,28314711,10.1136/bmj.j1065,PMC6287588,2017,Validating the HERDOO2 rule to guide treatment duration for women with unprovoked venous thrombosis: multinational prospective cohort management study.,,"Rodger MA, Le Gal G, Anderson DR, Schmidt J, Pernod G, Kahn SR, Righini M, Mismetti P, Kearon C, Meyer G, Elias A, Ramsay T, Ortel TL, Huisman MV, Kovacs MJ, REVERSE II Study Investigators.",Y,,pigment,https://europepmc.org/article/MED/28314711
25120566,25120566,10.1155/2014/709152,PMC4120804,2014,Zinc therapy in dermatology: a review.,,"Gupta M, Mahajan VK, Mehta KS, Chauhan PS.",Y,,pigment,https://europepmc.org/article/MED/25120566
18940313,18940313,10.1016/j.ajhg.2008.09.013,PMC2561939,2008,The H syndrome is caused by mutations in the nucleoside transporter hENT3.,,"Molho-Pessach V, Lerer I, Abeliovich D, Agha Z, Abu Libdeh A, Broshtilova V, Elpeleg O, Zlotogorski A.",N,,pigment,https://europepmc.org/article/MED/18940313
29427586,29427586,10.1016/j.jid.2018.01.019,,2018,Inhibition of Human Tyrosinase Requires Molecular Motifs Distinctively Different from Mushroom Tyrosinase.,,"Mann T, Gerwat W, Batzer J, Eggers K, Scherner C, Wenck H, Stäb F, Hearing VJ, Röhm KH, Kolbe L.",N,,pigment,https://europepmc.org/article/MED/29427586
32016458,32016458,10.3892/mmr.2020.10950,PMC7002987,2020,Roles of inflammation factors in melanogenesis (Review).,,"Fu C, Chen J, Lu J, Yi L, Tong X, Kang L, Pei S, Ouyang Y, Jiang L, Ding Y, Zhao X, Li S, Yang Y, Huang J, Zeng Q.",Y,,pigment,https://europepmc.org/article/MED/32016458
20298254,20298254,10.1111/j.1524-4725.2009.01383.x,,2010,"Low-fluence Q-switched neodymium-doped yttrium aluminum garnet (1,064 nm) laser for the treatment of facial melasma in Asians.",,"Wattanakrai P, Mornchan R, Eimpunth S.",N,,pigment,https://europepmc.org/article/MED/20298254
19486232,19486232,10.1111/j.1468-3083.2009.03295.x,,2009,A global survey of the role of ultraviolet radiation and hormonal influences in the development of melasma.,,"Ortonne JP, Arellano I, Berneburg M, Cestari T, Chan H, Grimes P, Hexsel D, Im S, Lim J, Lui H, Pandya A, Picardo M, Rendon M, Taylor S, Van Der Veen JP, Westerhof W.",N,,pigment,https://europepmc.org/article/MED/19486232
24789876,24789876,10.1101/cshperspect.a017046,PMC3996377,2014,Melanocytes and their diseases.,,"Yamaguchi Y, Hearing VJ.",N,,pigment,https://europepmc.org/article/MED/24789876
17907148,17907148,10.1002/art.22925,,2007,Cutaneous changes of nephrogenic systemic fibrosis: predictor of early mortality and association with gadolinium exposure.,,"Todd DJ, Kagan A, Chibnik LB, Kay J.",N,,pigment,https://europepmc.org/article/MED/17907148
20054473,20054473,10.3390/ijms10125326,PMC2801997,2009,The hunt for natural skin whitening agents.,,"Smit N, Vicanova J, Pavel S.",Y,,pigment,https://europepmc.org/article/MED/20054473
36356613,36356613,10.1016/s2213-8587(22)00277-7,PMC9847480,2022,"Efficacy and safety of setmelanotide, a melanocortin-4 receptor agonist, in patients with Bardet-Biedl syndrome and Alström syndrome: a multicentre, randomised, double-blind, placebo-controlled, phase 3 trial with an open-label period.",,"Haqq AM, Chung WK, Dollfus H, Haws RM, Martos-Moreno GÁ, Poitou C, Yanovski JA, Mittleman RS, Yuan G, Forsythe E, Clément K, Argente J.",N,,pigment,https://europepmc.org/article/MED/36356613
36317800,36317800,10.1152/ajpcell.00147.2022,PMC9744652,2022,Neuroendocrine signaling in the skin with a special focus on the epidermal neuropeptides.,,"Slominski AT, Slominski RM, Raman C, Chen JY, Athar M, Elmets C.",N,,pigment,https://europepmc.org/article/MED/36317800
23196890,23196890,10.1088/1478-3975/9/6/065002,PMC3528107,2012,"Resting potential, oncogene-induced tumorigenesis, and metastasis: the bioelectric basis of cancer in vivo.",,"Lobikin M, Chernet B, Lobo D, Levin M.",N,,pigment,https://europepmc.org/article/MED/23196890
22329442,22329442,10.1111/j.1468-3083.2012.04464.x,,2013,Effect of tranexamic acid on melasma: a clinical trial with histological evaluation.,,"Na JI, Choi SY, Yang SH, Choi HR, Kang HY, Park KC.",N,,pigment,https://europepmc.org/article/MED/22329442
22216010,22216010,10.1371/journal.pgen.1002412,PMC3245302,2011,A complex genomic rearrangement involving the endothelin 3 locus causes dermal hyperpigmentation in the chicken.,,"Dorshorst B, Molin AM, Rubin CJ, Johansson AM, Strömstedt L, Pham MH, Chen CF, Hallböök F, Ashwell C, Andersson L.",Y,,pigment,https://europepmc.org/article/MED/22216010
21348540,21348540,10.2165/11536930-000000000-00000,,2011,Postinflammatory hyperpigmentation: etiologic and therapeutic considerations.,,"Callender VD, St Surin-Lord S, Davis EC, Maclin M.",N,,pigment,https://europepmc.org/article/MED/21348540
16421922,16421922,10.1002/cncr.21681,,2006,Long-term cosmetic results and toxicity after accelerated partial-breast irradiation: a method of radiation delivery by interstitial brachytherapy for the treatment of early-stage breast carcinoma.,,"Chen PY, Vicini FA, Benitez P, Kestin LL, Wallace M, Mitchell C, Pettinga J, Martinez AA.",N,,pigment,https://europepmc.org/article/MED/16421922
16372351,16372351,10.1002/ajmg.a.31078,,2006,HRAS mutations in Costello syndrome: detection of constitutional activating mutations in codon 12 and 13 and loss of wild-type allele in malignancy.,,"Estep AL, Tidyman WE, Teitell MA, Cotter PD, Rauen KA.",N,,pigment,https://europepmc.org/article/MED/16372351
21920242,21920242,10.1016/j.jaad.2011.06.001,,2011,Melasma: a comprehensive update: part II.,,"Sheth VM, Pandya AG.",N,,pigment,https://europepmc.org/article/MED/21920242
18369335,18369335,10.1038/jidsymp.2008.8,,2008,The use of botanical extracts as topical skin-lightening agents for the improvement of skin pigmentation disorders.,,"Zhu W, Gao J.",N,,pigment,https://europepmc.org/article/MED/18369335
19178066,19178066,,,2009,Choosing topical corticosteroids.,,"Ference JD, Last AR.",N,,pigment,https://europepmc.org/article/MED/19178066
25624498,25624498,10.1073/pnas.1418163112,PMC4330752,2015,BRAF inhibitor resistance mediated by the AKT pathway in an oncogenic BRAF mouse melanoma model.,,"Perna D, Karreth FA, Rust AG, Perez-Mancera PA, Rashid M, Iorio F, Alifrangis C, Arends MJ, Bosenberg MW, Bollag G, Tuveson DA, Adams DJ.",N,,pigment,https://europepmc.org/article/MED/25624498
18644225,18644225,10.1163/156856208784909435,,2008,The human tri-peptide GHK and tissue remodeling.,,Pickart L.,N,,pigment,https://europepmc.org/article/MED/18644225
27693716,27693716,10.1016/j.drudis.2016.09.016,,2017,Downregulation of melanogenesis: drug discovery and therapeutic options.,,"Pillaiyar T, Manickam M, Jung SH.",N,,pigment,https://europepmc.org/article/MED/27693716
29801663,29801663,10.1016/j.ophtha.2018.04.026,,2018,Pigmentary Maculopathy Associated with Chronic Exposure to Pentosan Polysulfate Sodium.,,"Pearce WA, Chen R, Jain N.",N,,pigment,https://europepmc.org/article/MED/29801663
24888214,24888214,10.1111/pcmr.12273,,2014,Differences in visible light-induced pigmentation according to wavelengths: a clinical and histological study in comparison with UVB exposure.,,"Duteil L, Cardot-Leccia N, Queille-Roussel C, Maubert Y, Harmelin Y, Boukari F, Ambrosetti D, Lacour JP, Passeron T.",N,,pigment,https://europepmc.org/article/MED/24888214
23684010,23684010,10.1016/j.ajhg.2013.04.022,PMC3675235,2013,"Mutations in POFUT1, encoding protein O-fucosyltransferase 1, cause generalized Dowling-Degos disease.",,"Li M, Cheng R, Liang J, Yan H, Zhang H, Yang L, Li C, Jiao Q, Lu Z, He J, Ji J, Shen Z, Li C, Hao F, Yu H, Yao Z.",N,,pigment,https://europepmc.org/article/MED/23684010
19057677,19057677,10.1371/journal.pgen.1000298,PMC2585813,2008,Genome-wide siRNA-based functional genomics of pigmentation identifies novel genes and pathways that impact melanogenesis in human cells.,,"Ganesan AK, Ho H, Bodemann B, Petersen S, Aruri J, Koshy S, Richardson Z, Le LQ, Krasieva T, Roth MG, Farmer P, White MA.",Y,,pigment,https://europepmc.org/article/MED/19057677
24387993,24387993,10.1016/j.ajhg.2013.12.003,PMC3882728,2014,"Mutations in POGLUT1, encoding protein O-glucosyltransferase 1, cause autosomal-dominant Dowling-Degos disease.",,"Basmanav FB, Oprisoreanu AM, Pasternack SM, Thiele H, Fritz G, Wenzel J, Größer L, Wehner M, Wolf S, Fagerberg C, Bygum A, Altmüller J, Rütten A, Parmentier L, El Shabrawi-Caelen L, Hafner C, Nürnberg P, Kruse R, Schoch S, Hanneken S, Betz RC.",N,,pigment,https://europepmc.org/article/MED/24387993
26104938,26104938,10.1016/j.ijrobp.2015.03.007,PMC4481883,2015,"Preoperative Single-Fraction Partial Breast Radiation Therapy: A Novel Phase 1, Dose-Escalation Protocol With Radiation Response Biomarkers.",,"Horton JK, Blitzblau RC, Yoo S, Geradts J, Chang Z, Baker JA, Georgiade GS, Chen W, Siamakpour-Reihani S, Wang C, Broadwater G, Groth J, Palta M, Dewhirst M, Barry WT, Duffy EA, Chi JT, Hwang ES.",N,,pigment,https://europepmc.org/article/MED/26104938
29785318,29785318,10.1155/2018/3420204,PMC5892223,2018,Role of Nanotechnology in Cosmeceuticals: A Review of Recent Advances.,,"Kaul S, Gulati N, Verma D, Mukherjee S, Nagaich U.",Y,,pigment,https://europepmc.org/article/MED/29785318
19850202,19850202,10.1016/j.det.2009.08.006,,2009,Skin type classification systems old and new.,,Roberts WE.,N,,pigment,https://europepmc.org/article/MED/19850202
34439563,34439563,10.3390/antiox10081315,PMC8389214,2021,Mechanistic Basis and Clinical Evidence for the Applications of Nicotinamide (Niacinamide) to Control Skin Aging and Pigmentation.,,Boo YC.,Y,,pigment,https://europepmc.org/article/MED/34439563
28390737,28390737,10.1016/j.jaad.2017.02.049,,2017,Treatment of vitiligo with the topical Janus kinase inhibitor ruxolitinib.,,"Rothstein B, Joshipura D, Saraiya A, Abdat R, Ashkar H, Turkowski Y, Sheth V, Huang V, Au SC, Kachuk C, Dumont N, Gottlieb AB, Rosmarin D.",N,,pigment,https://europepmc.org/article/MED/28390737
19486041,19486041,10.1111/j.1365-2230.2009.03291.x,,2009,Acne scarring treatment using skin needling.,,"Fabbrocini G, Fardella N, Monfrecola A, Proietti I, Innocenzi D.",N,,pigment,https://europepmc.org/article/MED/19486041
26347269,26347269,10.2147/ccid.s84765,PMC4554394,2015,Salicylic acid as a peeling agent: a comprehensive review.,,Arif T.,Y,,pigment,https://europepmc.org/article/MED/26347269
25613357,25613357,10.1038/srep07995,PMC4303873,2015,"Discovery of highly potent tyrosinase inhibitor, T1, with significant anti-melanogenesis ability by zebrafish in vivo assay and computational molecular modeling.",,"Chen WC, Tseng TS, Hsiao NW, Lin YL, Wen ZH, Tsai CC, Lee YC, Lin HH, Tsai KC.",Y,,pigment,https://europepmc.org/article/MED/25613357
32335182,32335182,10.1016/j.jaad.2020.04.079,,2021,Photoprotection beyond ultraviolet radiation: A review of tinted sunscreens.,,"Lyons AB, Trullas C, Kohli I, Hamzavi IH, Lim HW.",N,,pigment,https://europepmc.org/article/MED/32335182
20493811,20493811,10.1016/j.devcel.2010.03.011,PMC3631760,2010,"TPP1 is required for TERT recruitment, telomere elongation during nuclear reprogramming, and normal skin development in mice.",,"Tejera AM, Stagno d'Alcontres M, Thanasoula M, Marion RM, Martinez P, Liao C, Flores JM, Tarsounas M, Blasco MA.",N,,pigment,https://europepmc.org/article/MED/20493811
37375394,37375394,10.3390/molecules28124839,PMC10304091,2023,"Skin Pigmentation Types, Causes and Treatment-A Review.",,"Thawabteh AM, Jibreen A, Karaman D, Thawabteh A, Karaman R.",Y,,pigment,https://europepmc.org/article/MED/37375394
20070834,20070834,10.1111/j.1600-0781.2009.00474.x,,2010,Clinical and histological effects of blue light on normal skin.,,"Kleinpenning MM, Smits T, Frunt MH, van Erp PE, van de Kerkhof PC, Gerritsen RM.",N,,pigment,https://europepmc.org/article/MED/20070834
32509007,32509007,10.3892/etm.2020.8687,PMC7271691,2020,Natural skin-whitening compounds for the treatment of melanogenesis (Review).,,"Qian W, Liu W, Zhu D, Cao Y, Tang A, Gong G, Su H.",Y,,pigment,https://europepmc.org/article/MED/32509007
25443629,25443629,10.1016/j.jaad.2014.08.023,,2015,Prevention of melasma relapses with sunscreen combining protection against UV and short wavelengths of visible light: a prospective randomized comparative trial.,,"Boukari F, Jourdan E, Fontas E, Montaudié H, Castela E, Lacour JP, Passeron T.",N,,pigment,https://europepmc.org/article/MED/25443629
23741676,23741676,10.4103/2229-5178.110593,PMC3673383,2013,Vitamin C in dermatology.,,Telang PS.,Y,,pigment,https://europepmc.org/article/MED/23741676
17122141,17122141,10.1167/iovs.05-1318,PMC2754766,2006,"Autofluorescence characteristics of early, atrophic, and high-risk fellow eyes in age-related macular degeneration.",,"Smith RT, Chan JK, Busuoic M, Sivagnanavel V, Bird AC, Chong NV.",N,,pigment,https://europepmc.org/article/MED/17122141
31802394,31802394,10.1007/s40257-019-00488-w,,2020,Melasma Treatment: An Evidence-Based Review.,,"McKesey J, Tovar-Garza A, Pandya AG.",N,,pigment,https://europepmc.org/article/MED/31802394
20572890,20572890,10.1111/j.1468-2494.2010.00574.x,,2010,A new wrinkle on old skin: the role of elastic fibres in skin ageing.,,"Langton AK, Sherratt MJ, Griffiths CE, Watson RE.",N,,pigment,https://europepmc.org/article/MED/20572890
21482716,21482716,10.1083/jcb.201009074,PMC3080267,2011,Congenital bone marrow failure in DNA-PKcs mutant mice associated with deficiencies in DNA repair.,,"Zhang S, Yajima H, Huynh H, Zheng J, Callen E, Chen HT, Wong N, Bunting S, Lin YF, Li M, Lee KJ, Story M, Gapud E, Sleckman BP, Nussenzweig A, Zhang CC, Chen DJ, Chen BP.",Y,,pigment,https://europepmc.org/article/MED/21482716
27725765,27725765,10.1038/srep34993,PMC5057104,2016,The unravelling of the complex pattern of tyrosinase inhibition.,,"Deri B, Kanteev M, Goldfeder M, Lecina D, Guallar V, Adir N, Fishman A.",Y,,pigment,https://europepmc.org/article/MED/27725765
17873860,17873860,10.1038/nature06116,,2007,Plasmacytoid dendritic cells sense self-DNA coupled with antimicrobial peptide.,,"Lande R, Gregorio J, Facchinetti V, Chatterjee B, Wang YH, Homey B, Cao W, Wang YH, Su B, Nestle FO, Zal T, Mellman I, Schröder JM, Liu YJ, Gilliet M.",N,,peptides,https://europepmc.org/article/MED/17873860
25287861,25287861,10.1152/physrev.00034.2013,PMC4187032,2014,Calcitonin gene-related peptide: physiology and pathophysiology.,,"Russell FA, King R, Smillie SJ, Kodji X, Brain SD.",N,,peptides,https://europepmc.org/article/MED/25287861
19541956,19541956,10.1126/science.1173155,PMC2865899,2009,Functional amyloids as natural storage of peptide hormones in pituitary secretory granules.,,"Maji SK, Perrin MH, Sawaya MR, Jessberger S, Vadodaria K, Rissman RA, Singru PS, Nilsson KP, Simon R, Schubert D, Eisenberg D, Rivier J, Sawchenko P, Vale W, Riek R.",N,,peptides,https://europepmc.org/article/MED/19541956
16716248,16716248,10.1016/j.bbamem.2006.03.030,,2006,"LL-37, the only human member of the cathelicidin family of antimicrobial peptides.",,"Dürr UH, Sudheendra US, Ramamoorthy A.",N,,peptides,https://europepmc.org/article/MED/16716248
17653196,17653196,10.1038/nature06029,,2007,A gastrin-releasing peptide receptor mediates the itch sensation in the spinal cord.,,"Sun YG, Chen ZF.",N,,peptides,https://europepmc.org/article/MED/17653196
19703986,19703986,10.1084/jem.20090480,PMC2737167,2009,Self-RNA-antimicrobial peptide complexes activate human dendritic cells through TLR7 and TLR8.,,"Ganguly D, Chamilos G, Lande R, Gregorio J, Meller S, Facchinetti V, Homey B, Barrat FJ, Zal T, Gilliet M.",Y,,peptides,https://europepmc.org/article/MED/19703986
22162589,22162589,10.1200/jco.2011.36.1360,,2012,"Phase I, dose-escalation study of BKM120, an oral pan-Class I PI3K inhibitor, in patients with advanced solid tumors.",,"Bendell JC, Rodon J, Burris HA, de Jonge M, Verweij J, Birle D, Demanse D, De Buck SS, Ru QC, Peters M, Goldbrunner M, Baselga J.",N,,peptides,https://europepmc.org/article/MED/22162589
18369459,18369459,10.1371/journal.pgen.1000041,PMC2274885,2008,A genome-wide association study of psoriasis and psoriatic arthritis identifies new disease loci.,,"Liu Y, Helms C, Liao W, Zaba LC, Duan S, Gardner J, Wise C, Miner A, Malloy MJ, Pullinger CR, Kane JP, Saccone S, Worthington J, Bruce I, Kwok PY, Menter A, Krueger J, Barton A, Saccone NL, Bowcock AM.",Y,,peptides,https://europepmc.org/article/MED/18369459
19011170,19011170,10.2337/db08-1112,PMC2628620,2009,Hyperglycemia and Adverse Pregnancy Outcome (HAPO) Study: associations with neonatal anthropometrics.,,HAPO Study Cooperative Research Group.,Y,,peptides,https://europepmc.org/article/MED/19011170
22025163,22025163,10.1200/jco.2011.35.5263,,2011,First-in-man clinical trial of the oral pan-AKT inhibitor MK-2206 in patients with advanced solid tumors.,,"Yap TA, Yan L, Patnaik A, Fearen I, Olmos D, Papadopoulos K, Baird RD, Delgado L, Taylor A, Lupinacci L, Riisnaes R, Pope LL, Heaton SP, Thomas G, Garrett MD, Sullivan DM, de Bono JS, Tolcher AW.",N,,peptides,https://europepmc.org/article/MED/22025163
18202747,18202747,10.1172/jci33263,PMC2200300,2008,IL-22 is required for Th17 cell-mediated pathology in a mouse model of psoriasis-like skin inflammation.,,"Ma HL, Liang S, Li J, Napierata L, Brown T, Benoit S, Senices M, Gill D, Dunussi-Joannopoulos K, Collins M, Nickerson-Nutter C, Fouser LA, Young DA.",N,,peptides,https://europepmc.org/article/MED/18202747
29321257,29321257,10.1126/scitranslmed.aan4044,,2018,The antimicrobial peptide SAAP-148 combats drug-resistant bacteria and biofilms.,,"de Breij A, Riool M, Cordfunke RA, Malanovic N, de Boer L, Koning RI, Ravensbergen E, Franken M, van der Heijde T, Boekema BK, Kwakman PHS, Kamp N, El Ghalbzouri A, Lohner K, Zaat SAJ, Drijfhout JW, Nibbering PH.",N,,peptides,https://europepmc.org/article/MED/29321257
25470744,25470744,10.1038/ncomms6621,,2014,The antimicrobial peptide LL37 is a T-cell autoantigen in psoriasis.,,"Lande R, Botti E, Jandus C, Dojcinovic D, Fanelli G, Conrad C, Chamilos G, Feldmeyer L, Marinari B, Chon S, Vence L, Riccieri V, Guillaume P, Navarini AA, Romero P, Costanzo A, Piccolella E, Gilliet M, Frasca L.",N,,peptides,https://europepmc.org/article/MED/25470744
18489712,18489712,10.1111/j.1471-4159.2008.05492.x,,2008,Involvement of the low-density lipoprotein receptor-related protein in the transcytosis of the brain delivery vector angiopep-2.,,"Demeule M, Currie JC, Bertrand Y, Ché C, Nguyen T, Régina A, Gabathuler R, Castaigne JP, Béliveau R.",N,,peptides,https://europepmc.org/article/MED/18489712
20498896,20498896,10.1039/b915923c,,2010,Molecular self-assembly and applications of designer peptide amphiphiles.,,"Zhao X, Pan F, Xu H, Yaseen M, Shan H, Hauser CA, Zhang S, Lu JR.",N,,peptides,https://europepmc.org/article/MED/20498896
24828484,24828484,10.3390/ph7050545,PMC4035769,2014,Human antimicrobial peptides and proteins.,,Wang G.,Y,,peptides,https://europepmc.org/article/MED/24828484
25554785,25554785,10.1126/science.1260972,PMC4318537,2015,Innate immunity. Dermal adipocytes protect against invasive Staphylococcus aureus skin infection.,,"Zhang LJ, Guerrero-Juarez CF, Hata T, Bapat SP, Ramos R, Plikus MV, Gallo RL.",N,,peptides,https://europepmc.org/article/MED/25554785
