pair_id,left_id,left_name,right_id,right_name,same_session_category,minimum_spacing,rule_title,source_ids,proof_links,evidence_scope
P134,tazarotene,Tazarotene,enzyme,Enzyme exfoliant / scrub,caution,different-session,Additive irritation—not cancellation,s10,https://dailymed.nlm.nih.gov/dailymed/downloadpdffile.cfm?setId=cabba2c1-cf07-46aa-a2c3-1b815517b16b,"Retinoid labels caution potentially irritating products, including salicylic acid and other drying/exfoliating agents. Separate initially or reduce frequency if the skin reacts."
P135,tazarotene,Tazarotene,urea,Urea 10–20% for rough body skin,caution,different-session,Retinoid plus another treatment lane,s33; s48,https://pubmed.ncbi.nlm.nih.gov/37584260/; https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=4e4e4b81-420e-4492-8a74-80b692a80057,"Retinoid labels and treatment studies support careful regimens, not a universal same-session stack. Separate when starting so dryness, sting, discoloration, and benefit remain attributable."
P136,tazarotene,Tazarotene,bpo,Benzoyl peroxide,caution,different-session,Additive irritation load,,,"No direct cancellation rule was found, but placing two higher-load treatments together can make redness, dryness, or PIH more likely and harder to attribute."
P137,tazarotene,Tazarotene,azelaic,Azelaic acid,caution,different-session,Additive irritation,s1; s10,https://pubmed.ncbi.nlm.nih.gov/38300170/; https://dailymed.nlm.nih.gov/dailymed/downloadpdffile.cfm?setId=cabba2c1-cf07-46aa-a2c3-1b815517b16b,"These treatments may share a regimen, but irritation/dryness can accumulate. Different sessions make tolerance and attribution easier; no universal wait time is established."
P138,tazarotene,Tazarotene,dapsone,Topical dapsone,caution,different-session,Retinoid plus prescription acne lane,s5; s48,source_docs/DailyMed_dapsone_gel_label_2026-08-23.pdf; https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=4e4e4b81-420e-4492-8a74-80b692a80057,"Retinoid labels and treatment studies support careful regimens, not a universal same-session stack. The studied dapsone/adapalene exception remains compatible, while other retinoid pairings start apart for tolerance and attribution."
P139,tazarotene,Tazarotene,sulfur,Sulfur / sulfacetamide-sulfur,caution,different-session,Additive irritation,s1; s10,https://pubmed.ncbi.nlm.nih.gov/38300170/; https://dailymed.nlm.nih.gov/dailymed/downloadpdffile.cfm?setId=cabba2c1-cf07-46aa-a2c3-1b815517b16b,"These treatments may share a regimen, but irritation/dryness can accumulate. Different sessions make tolerance and attribution easier; no universal wait time is established."
P140,tazarotene,Tazarotene,hocl,Finished hypochlorous-acid spray,caution,different-session,Retinoid plus another treatment lane,s33; s48,https://pubmed.ncbi.nlm.nih.gov/37584260/; https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=4e4e4b81-420e-4492-8a74-80b692a80057,"Retinoid labels and treatment studies support careful regimens, not a universal same-session stack. Separate when starting so dryness, sting, discoloration, and benefit remain attributable."
P141,tazarotene,Tazarotene,hydroquinone,Hydroquinone course,caution,different-session,Additive irritation load,,,"No direct cancellation rule was found, but placing two higher-load treatments together can make redness, dryness, or PIH more likely and harder to attribute."
P142,tazarotene,Tazarotene,triple_combo,Prescription triple-combination cream,avoid,week,Duplicate prescription actives,s6,source_docs/DailyMed_TriLuma_label_2026-08-23.pdf,Triple-combination cream already contains tretinoin and hydroquinone. Adding a separate retinoid or hydroquinone recreates/duplicates a prescription regimen without formulation or dose control.
P143,tazarotene,Tazarotene,txa,Topical tranexamic acid,caution,different-session,Retinoid plus another treatment lane,s33; s48,https://pubmed.ncbi.nlm.nih.gov/37584260/; https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=4e4e4b81-420e-4492-8a74-80b692a80057,"Retinoid labels and treatment studies support careful regimens, not a universal same-session stack. Separate when starting so dryness, sting, discoloration, and benefit remain attributable."
P144,tazarotene,Tazarotene,cysteamine,Topical cysteamine,caution,different-session,Additive irritation load,,,"No direct cancellation rule was found, but placing two higher-load treatments together can make redness, dryness, or PIH more likely and harder to attribute."
P145,tazarotene,Tazarotene,other_pigment,Other pigment serum,caution,different-session,Retinoid plus another treatment lane,s33; s48,https://pubmed.ncbi.nlm.nih.gov/37584260/; https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=4e4e4b81-420e-4492-8a74-80b692a80057,"Retinoid labels and treatment studies support careful regimens, not a universal same-session stack. Separate when starting so dryness, sting, discoloration, and benefit remain attributable."
P146,tazarotene,Tazarotene,peptide,Non-copper peptide serum,caution,different-session,Prescription retinoid plus peptide lane,s33; s34; s35; s48,https://pubmed.ncbi.nlm.nih.gov/37584260/; https://pubmed.ncbi.nlm.nih.gov/20374604/; https://pubmed.ncbi.nlm.nih.gov/32869963/; https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=4e4e4b81-420e-4492-8a74-80b692a80057,"Peptide co-formulation evidence is strongest for cosmetic retinoids. Prescription retinoids should start in a different session so vehicle, dose, and irritation remain attributable."
P147,tazarotene,Tazarotene,copper_peptide,Copper peptide serum,caution,different-session,Prescription retinoid plus copper-peptide tolerance split,s10; s48; s57,https://dailymed.nlm.nih.gov/dailymed/downloadpdffile.cfm?setId=cabba2c1-cf07-46aa-a2c3-1b815517b16b; https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=4e4e4b81-420e-4492-8a74-80b692a80057; https://pmc.ncbi.nlm.nih.gov/articles/PMC11830136/,Human GHK-Cu and retinoic-acid comparisons used separate treatment sites rather than a combined layer. Prescription retinoid irritation and the copper-peptide formulation gap make a separate starting session the more attributable choice.
P148,otc_retinoid,Retinol / retinal / cosmetic retinoid,aha,AHA · glycolic / lactic acid,caution,different-session,Combination can be formulated; separate products can overload,s8,https://pubmed.ncbi.nlm.nih.gov/18452434/,"A human trial used a formulated retinol/glycolic product, so this is not universal chemical incompatibility. Independent leave-ons can still add irritation and should not be assumed equivalent."
P149,otc_retinoid,Retinol / retinal / cosmetic retinoid,bha,BHA · salicylic acid leave-on,caution,different-session,Additive irritation—not cancellation,s10,https://dailymed.nlm.nih.gov/dailymed/downloadpdffile.cfm?setId=cabba2c1-cf07-46aa-a2c3-1b815517b16b,"Retinoid labels caution potentially irritating products, including salicylic acid and other drying/exfoliating agents. Separate initially or reduce frequency if the skin reacts."
P150,otc_retinoid,Retinol / retinal / cosmetic retinoid,pha,PHA leave-on,caution,different-session,Additive irritation—not cancellation,s10,https://dailymed.nlm.nih.gov/dailymed/downloadpdffile.cfm?setId=cabba2c1-cf07-46aa-a2c3-1b815517b16b,"Retinoid labels caution potentially irritating products, including salicylic acid and other drying/exfoliating agents. Separate initially or reduce frequency if the skin reacts."
P151,otc_retinoid,Retinol / retinal / cosmetic retinoid,enzyme,Enzyme exfoliant / scrub,caution,different-session,Additive irritation—not cancellation,s10,https://dailymed.nlm.nih.gov/dailymed/downloadpdffile.cfm?setId=cabba2c1-cf07-46aa-a2c3-1b815517b16b,"Retinoid labels caution potentially irritating products, including salicylic acid and other drying/exfoliating agents. Separate initially or reduce frequency if the skin reacts."
P152,otc_retinoid,Retinol / retinal / cosmetic retinoid,urea,Urea 10–20% for rough body skin,caution,different-session,Retinoid plus another treatment lane,s33; s48,https://pubmed.ncbi.nlm.nih.gov/37584260/; https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=4e4e4b81-420e-4492-8a74-80b692a80057,"Retinoid labels and treatment studies support careful regimens, not a universal same-session stack. Separate when starting so dryness, sting, discoloration, and benefit remain attributable."
P153,otc_retinoid,Retinol / retinal / cosmetic retinoid,bpo,Benzoyl peroxide,caution,different-session,Additive irritation load,,,"No direct cancellation rule was found, but placing two higher-load treatments together can make redness, dryness, or PIH more likely and harder to attribute."
P154,otc_retinoid,Retinol / retinal / cosmetic retinoid,azelaic,Azelaic acid,caution,different-session,Additive irritation,s1; s10,https://pubmed.ncbi.nlm.nih.gov/38300170/; https://dailymed.nlm.nih.gov/dailymed/downloadpdffile.cfm?setId=cabba2c1-cf07-46aa-a2c3-1b815517b16b,"These treatments may share a regimen, but irritation/dryness can accumulate. Different sessions make tolerance and attribution easier; no universal wait time is established."
P155,otc_retinoid,Retinol / retinal / cosmetic retinoid,dapsone,Topical dapsone,caution,different-session,Retinoid plus prescription acne lane,s5; s48,source_docs/DailyMed_dapsone_gel_label_2026-08-23.pdf; https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=4e4e4b81-420e-4492-8a74-80b692a80057,"Retinoid labels and treatment studies support careful regimens, not a universal same-session stack. The studied dapsone/adapalene exception remains compatible, while other retinoid pairings start apart for tolerance and attribution."
P156,otc_retinoid,Retinol / retinal / cosmetic retinoid,sulfur,Sulfur / sulfacetamide-sulfur,caution,different-session,Additive irritation,s1; s10,https://pubmed.ncbi.nlm.nih.gov/38300170/; https://dailymed.nlm.nih.gov/dailymed/downloadpdffile.cfm?setId=cabba2c1-cf07-46aa-a2c3-1b815517b16b,"These treatments may share a regimen, but irritation/dryness can accumulate. Different sessions make tolerance and attribution easier; no universal wait time is established."
P157,otc_retinoid,Retinol / retinal / cosmetic retinoid,hocl,Finished hypochlorous-acid spray,caution,different-session,Retinoid plus another treatment lane,s33; s48,https://pubmed.ncbi.nlm.nih.gov/37584260/; https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=4e4e4b81-420e-4492-8a74-80b692a80057,"Retinoid labels and treatment studies support careful regimens, not a universal same-session stack. Separate when starting so dryness, sting, discoloration, and benefit remain attributable."
P158,otc_retinoid,Retinol / retinal / cosmetic retinoid,hydroquinone,Hydroquinone course,caution,different-session,Additive irritation load,,,"No direct cancellation rule was found, but placing two higher-load treatments together can make redness, dryness, or PIH more likely and harder to attribute."
P159,otc_retinoid,Retinol / retinal / cosmetic retinoid,triple_combo,Prescription triple-combination cream,avoid,week,Duplicate prescription actives,s6,source_docs/DailyMed_TriLuma_label_2026-08-23.pdf,Triple-combination cream already contains tretinoin and hydroquinone. Adding a separate retinoid or hydroquinone recreates/duplicates a prescription regimen without formulation or dose control.
P160,otc_retinoid,Retinol / retinal / cosmetic retinoid,txa,Topical tranexamic acid,caution,different-session,Retinoid plus another treatment lane,s33; s48,https://pubmed.ncbi.nlm.nih.gov/37584260/; https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=4e4e4b81-420e-4492-8a74-80b692a80057,"Retinoid labels and treatment studies support careful regimens, not a universal same-session stack. Separate when starting so dryness, sting, discoloration, and benefit remain attributable."
P161,otc_retinoid,Retinol / retinal / cosmetic retinoid,cysteamine,Topical cysteamine,caution,different-session,Additive irritation load,,,"No direct cancellation rule was found, but placing two higher-load treatments together can make redness, dryness, or PIH more likely and harder to attribute."
P162,otc_retinoid,Retinol / retinal / cosmetic retinoid,other_pigment,Other pigment serum,caution,different-session,Retinoid plus another treatment lane,s33; s48,https://pubmed.ncbi.nlm.nih.gov/37584260/; https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=4e4e4b81-420e-4492-8a74-80b692a80057,"Retinoid labels and treatment studies support careful regimens, not a universal same-session stack. Separate when starting so dryness, sting, discoloration, and benefit remain attributable."
P163,otc_retinoid,Retinol / retinal / cosmetic retinoid,peptide,Non-copper peptide serum,compatible,exact formula check,Cosmetic retinoid and peptide formulas exist,s33; s34; s35,https://pubmed.ncbi.nlm.nih.gov/37584260/; https://pubmed.ncbi.nlm.nih.gov/20374604/; https://pubmed.ncbi.nlm.nih.gov/32869963/,"Human cosmetic studies evaluated retinol or retinyl-propionate regimens with peptides. This supports a designed cosmetic formula or carefully introduced regimen, not adding a cosmetic retinoid to a prescription retinoid strategy."
P164,otc_retinoid,Retinol / retinal / cosmetic retinoid,copper_peptide,Copper peptide serum,compatible,exact formula check,Co-formulated with retinol,s63,https://www.reshlab.com/products/derma-peptide-retinol-serum,A finished retinol/peptide serum lists copper tripeptide-1 in the same vehicle. This is a product-specific coexistence signal; it does not generalize to prescription retinoids or every OTC retinoid formula.
P165,aha,AHA · glycolic / lactic acid,bha,BHA · salicylic acid leave-on,caution,different-session,Duplicated exfoliation load,s10,https://dailymed.nlm.nih.gov/dailymed/downloadpdffile.cfm?setId=cabba2c1-cf07-46aa-a2c3-1b815517b16b,Layering exfoliant families rarely adds a unique routine role and makes irritation harder to attribute. Choose one lane first.
P166,aha,AHA · glycolic / lactic acid,pha,PHA leave-on,caution,different-session,Duplicated exfoliation load,s10,https://dailymed.nlm.nih.gov/dailymed/downloadpdffile.cfm?setId=cabba2c1-cf07-46aa-a2c3-1b815517b16b,Layering exfoliant families rarely adds a unique routine role and makes irritation harder to attribute. Choose one lane first.
P167,aha,AHA · glycolic / lactic acid,enzyme,Enzyme exfoliant / scrub,caution,different-session,Duplicated exfoliation load,s10,https://dailymed.nlm.nih.gov/dailymed/downloadpdffile.cfm?setId=cabba2c1-cf07-46aa-a2c3-1b815517b16b,Layering exfoliant families rarely adds a unique routine role and makes irritation harder to attribute. Choose one lane first.
P168,aha,AHA · glycolic / lactic acid,urea,Urea 10–20% for rough body skin,caution,different-session,Exfoliant plus treatment-load caution,s42; s43; s44; s45; s49; s54,https://pubmed.ncbi.nlm.nih.gov/38787441/; https://pubmed.ncbi.nlm.nih.gov/29862871/; https://pubmed.ncbi.nlm.nih.gov/36943434/; https://pubmed.ncbi.nlm.nih.gov/34971480/; https://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=fdcaaa56-a27d-5bd9-e053-6294a90a1160&version=3; https://pubmed.ncbi.nlm.nih.gov/32356369/,"Peels, maintenance studies, labels, and acne reviews show that these lanes can be clinically useful but can also add keratolysis, sting, or pigmentary irritation. A different session is the conservative starting point for separate products."
P169,aha,AHA · glycolic / lactic acid,bpo,Benzoyl peroxide,caution,different-session,Acne combinations can raise irritation load,s1; s10,https://pubmed.ncbi.nlm.nih.gov/38300170/; https://dailymed.nlm.nih.gov/dailymed/downloadpdffile.cfm?setId=cabba2c1-cf07-46aa-a2c3-1b815517b16b,"This is not a blanket chemical cancellation. Multiple drying or keratolytic treatments in one session can raise redness, scaling, and sting; use the treatment plan and product labels."
P170,aha,AHA · glycolic / lactic acid,azelaic,Azelaic acid,caution,different-session,Exfoliant plus treatment-load caution,s42; s43; s44; s45; s49; s54,https://pubmed.ncbi.nlm.nih.gov/38787441/; https://pubmed.ncbi.nlm.nih.gov/29862871/; https://pubmed.ncbi.nlm.nih.gov/36943434/; https://pubmed.ncbi.nlm.nih.gov/34971480/; https://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=fdcaaa56-a27d-5bd9-e053-6294a90a1160&version=3; https://pubmed.ncbi.nlm.nih.gov/32356369/,"Peels, maintenance studies, labels, and acne reviews show that these lanes can be clinically useful but can also add keratolysis, sting, or pigmentary irritation. A different session is the conservative starting point for separate products."
P171,aha,AHA · glycolic / lactic acid,dapsone,Topical dapsone,caution,different-session,Exfoliant plus treatment-load caution,s42; s43; s44; s45; s49; s54,https://pubmed.ncbi.nlm.nih.gov/38787441/; https://pubmed.ncbi.nlm.nih.gov/29862871/; https://pubmed.ncbi.nlm.nih.gov/36943434/; https://pubmed.ncbi.nlm.nih.gov/34971480/; https://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=fdcaaa56-a27d-5bd9-e053-6294a90a1160&version=3; https://pubmed.ncbi.nlm.nih.gov/32356369/,"Peels, maintenance studies, labels, and acne reviews show that these lanes can be clinically useful but can also add keratolysis, sting, or pigmentary irritation. A different session is the conservative starting point for separate products."
P172,aha,AHA · glycolic / lactic acid,sulfur,Sulfur / sulfacetamide-sulfur,caution,different-session,Exfoliant plus treatment-load caution,s42; s43; s44; s45; s49; s54,https://pubmed.ncbi.nlm.nih.gov/38787441/; https://pubmed.ncbi.nlm.nih.gov/29862871/; https://pubmed.ncbi.nlm.nih.gov/36943434/; https://pubmed.ncbi.nlm.nih.gov/34971480/; https://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=fdcaaa56-a27d-5bd9-e053-6294a90a1160&version=3; https://pubmed.ncbi.nlm.nih.gov/32356369/,"Peels, maintenance studies, labels, and acne reviews show that these lanes can be clinically useful but can also add keratolysis, sting, or pigmentary irritation. A different session is the conservative starting point for separate products."
P173,aha,AHA · glycolic / lactic acid,hocl,Finished hypochlorous-acid spray,caution,different-session,Exfoliant plus treatment-load caution,s42; s43; s44; s45; s49; s54,https://pubmed.ncbi.nlm.nih.gov/38787441/; https://pubmed.ncbi.nlm.nih.gov/29862871/; https://pubmed.ncbi.nlm.nih.gov/36943434/; https://pubmed.ncbi.nlm.nih.gov/34971480/; https://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=fdcaaa56-a27d-5bd9-e053-6294a90a1160&version=3; https://pubmed.ncbi.nlm.nih.gov/32356369/,"Peels, maintenance studies, labels, and acne reviews show that these lanes can be clinically useful but can also add keratolysis, sting, or pigmentary irritation. A different session is the conservative starting point for separate products."
P174,aha,AHA · glycolic / lactic acid,hydroquinone,Hydroquinone course,caution,different-session,Exfoliant plus treatment-load caution,s42; s43; s44; s45; s49; s54,https://pubmed.ncbi.nlm.nih.gov/38787441/; https://pubmed.ncbi.nlm.nih.gov/29862871/; https://pubmed.ncbi.nlm.nih.gov/36943434/; https://pubmed.ncbi.nlm.nih.gov/34971480/; https://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=fdcaaa56-a27d-5bd9-e053-6294a90a1160&version=3; https://pubmed.ncbi.nlm.nih.gov/32356369/,"Peels, maintenance studies, labels, and acne reviews show that these lanes can be clinically useful but can also add keratolysis, sting, or pigmentary irritation. A different session is the conservative starting point for separate products."
P175,aha,AHA · glycolic / lactic acid,triple_combo,Prescription triple-combination cream,caution,different-session,Additive irritation load,,,"No direct cancellation rule was found, but placing two higher-load treatments together can make redness, dryness, or PIH more likely and harder to attribute."
P176,aha,AHA · glycolic / lactic acid,txa,Topical tranexamic acid,caution,different-session,Exfoliant plus treatment-load caution,s42; s43; s44; s45; s49; s54,https://pubmed.ncbi.nlm.nih.gov/38787441/; https://pubmed.ncbi.nlm.nih.gov/29862871/; https://pubmed.ncbi.nlm.nih.gov/36943434/; https://pubmed.ncbi.nlm.nih.gov/34971480/; https://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=fdcaaa56-a27d-5bd9-e053-6294a90a1160&version=3; https://pubmed.ncbi.nlm.nih.gov/32356369/,"Peels, maintenance studies, labels, and acne reviews show that these lanes can be clinically useful but can also add keratolysis, sting, or pigmentary irritation. A different session is the conservative starting point for separate products."
P177,aha,AHA · glycolic / lactic acid,cysteamine,Topical cysteamine,caution,different-session,Exfoliant plus treatment-load caution,s42; s43; s44; s45; s49; s54,https://pubmed.ncbi.nlm.nih.gov/38787441/; https://pubmed.ncbi.nlm.nih.gov/29862871/; https://pubmed.ncbi.nlm.nih.gov/36943434/; https://pubmed.ncbi.nlm.nih.gov/34971480/; https://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=fdcaaa56-a27d-5bd9-e053-6294a90a1160&version=3; https://pubmed.ncbi.nlm.nih.gov/32356369/,"Peels, maintenance studies, labels, and acne reviews show that these lanes can be clinically useful but can also add keratolysis, sting, or pigmentary irritation. A different session is the conservative starting point for separate products."
P178,aha,AHA · glycolic / lactic acid,other_pigment,Other pigment serum,caution,different-session,Exfoliant plus treatment-load caution,s42; s43; s44; s45; s49; s54,https://pubmed.ncbi.nlm.nih.gov/38787441/; https://pubmed.ncbi.nlm.nih.gov/29862871/; https://pubmed.ncbi.nlm.nih.gov/36943434/; https://pubmed.ncbi.nlm.nih.gov/34971480/; https://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=fdcaaa56-a27d-5bd9-e053-6294a90a1160&version=3; https://pubmed.ncbi.nlm.nih.gov/32356369/,"Peels, maintenance studies, labels, and acne reviews show that these lanes can be clinically useful but can also add keratolysis, sting, or pigmentary irritation. A different session is the conservative starting point for separate products."
P179,aha,AHA · glycolic / lactic acid,peptide,Non-copper peptide serum,compatible,exact formula check,Peptide/exfoliant co-formulations exist,s35; s55,https://pubmed.ncbi.nlm.nih.gov/32869963/; https://pubmed.ncbi.nlm.nih.gov/41668671/,"A finished gel combined retinoid, peptide, salicylic acid, glycolic acid, and niacinamide, and a PHA/peptide/niacinamide formula has been studied. This supports designed formulations, not unrestricted layering of separate acids."
P180,aha,AHA · glycolic / lactic acid,copper_peptide,Copper peptide serum,caution,different-session,Exfoliant plus copper-peptide formulation/tolerance caution,s16; s57; s65,https://pubmed.ncbi.nlm.nih.gov/25384620/; https://pmc.ncbi.nlm.nih.gov/articles/PMC11830136/; https://pmc.ncbi.nlm.nih.gov/articles/PMC3047947/,"GHK-Cu has been characterized across selected pH buffers, but leave-on acids vary in pH and free-acid load and can sting. No direct pair trial was located; separate new products while checking the finished formulas."
P181,bha,BHA · salicylic acid leave-on,pha,PHA leave-on,caution,different-session,Duplicated exfoliation load,s10,https://dailymed.nlm.nih.gov/dailymed/downloadpdffile.cfm?setId=cabba2c1-cf07-46aa-a2c3-1b815517b16b,Layering exfoliant families rarely adds a unique routine role and makes irritation harder to attribute. Choose one lane first.
P182,bha,BHA · salicylic acid leave-on,enzyme,Enzyme exfoliant / scrub,caution,different-session,Duplicated exfoliation load,s10,https://dailymed.nlm.nih.gov/dailymed/downloadpdffile.cfm?setId=cabba2c1-cf07-46aa-a2c3-1b815517b16b,Layering exfoliant families rarely adds a unique routine role and makes irritation harder to attribute. Choose one lane first.
P183,bha,BHA · salicylic acid leave-on,urea,Urea 10–20% for rough body skin,caution,different-session,Exfoliant plus treatment-load caution,s42; s43; s44; s45; s49; s54,https://pubmed.ncbi.nlm.nih.gov/38787441/; https://pubmed.ncbi.nlm.nih.gov/29862871/; https://pubmed.ncbi.nlm.nih.gov/36943434/; https://pubmed.ncbi.nlm.nih.gov/34971480/; https://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=fdcaaa56-a27d-5bd9-e053-6294a90a1160&version=3; https://pubmed.ncbi.nlm.nih.gov/32356369/,"Peels, maintenance studies, labels, and acne reviews show that these lanes can be clinically useful but can also add keratolysis, sting, or pigmentary irritation. A different session is the conservative starting point for separate products."
P184,bha,BHA · salicylic acid leave-on,bpo,Benzoyl peroxide,caution,different-session,Acne combinations can raise irritation load,s1; s10,https://pubmed.ncbi.nlm.nih.gov/38300170/; https://dailymed.nlm.nih.gov/dailymed/downloadpdffile.cfm?setId=cabba2c1-cf07-46aa-a2c3-1b815517b16b,"This is not a blanket chemical cancellation. Multiple drying or keratolytic treatments in one session can raise redness, scaling, and sting; use the treatment plan and product labels."
P185,bha,BHA · salicylic acid leave-on,azelaic,Azelaic acid,caution,different-session,Exfoliant plus treatment-load caution,s42; s43; s44; s45; s49; s54,https://pubmed.ncbi.nlm.nih.gov/38787441/; https://pubmed.ncbi.nlm.nih.gov/29862871/; https://pubmed.ncbi.nlm.nih.gov/36943434/; https://pubmed.ncbi.nlm.nih.gov/34971480/; https://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=fdcaaa56-a27d-5bd9-e053-6294a90a1160&version=3; https://pubmed.ncbi.nlm.nih.gov/32356369/,"Peels, maintenance studies, labels, and acne reviews show that these lanes can be clinically useful but can also add keratolysis, sting, or pigmentary irritation. A different session is the conservative starting point for separate products."
P186,bha,BHA · salicylic acid leave-on,dapsone,Topical dapsone,caution,different-session,Exfoliant plus treatment-load caution,s42; s43; s44; s45; s49; s54,https://pubmed.ncbi.nlm.nih.gov/38787441/; https://pubmed.ncbi.nlm.nih.gov/29862871/; https://pubmed.ncbi.nlm.nih.gov/36943434/; https://pubmed.ncbi.nlm.nih.gov/34971480/; https://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=fdcaaa56-a27d-5bd9-e053-6294a90a1160&version=3; https://pubmed.ncbi.nlm.nih.gov/32356369/,"Peels, maintenance studies, labels, and acne reviews show that these lanes can be clinically useful but can also add keratolysis, sting, or pigmentary irritation. A different session is the conservative starting point for separate products."
P187,bha,BHA · salicylic acid leave-on,sulfur,Sulfur / sulfacetamide-sulfur,caution,different-session,Exfoliant plus treatment-load caution,s42; s43; s44; s45; s49; s54,https://pubmed.ncbi.nlm.nih.gov/38787441/; https://pubmed.ncbi.nlm.nih.gov/29862871/; https://pubmed.ncbi.nlm.nih.gov/36943434/; https://pubmed.ncbi.nlm.nih.gov/34971480/; https://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=fdcaaa56-a27d-5bd9-e053-6294a90a1160&version=3; https://pubmed.ncbi.nlm.nih.gov/32356369/,"Peels, maintenance studies, labels, and acne reviews show that these lanes can be clinically useful but can also add keratolysis, sting, or pigmentary irritation. A different session is the conservative starting point for separate products."
P188,bha,BHA · salicylic acid leave-on,hocl,Finished hypochlorous-acid spray,caution,different-session,Exfoliant plus treatment-load caution,s42; s43; s44; s45; s49; s54,https://pubmed.ncbi.nlm.nih.gov/38787441/; https://pubmed.ncbi.nlm.nih.gov/29862871/; https://pubmed.ncbi.nlm.nih.gov/36943434/; https://pubmed.ncbi.nlm.nih.gov/34971480/; https://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=fdcaaa56-a27d-5bd9-e053-6294a90a1160&version=3; https://pubmed.ncbi.nlm.nih.gov/32356369/,"Peels, maintenance studies, labels, and acne reviews show that these lanes can be clinically useful but can also add keratolysis, sting, or pigmentary irritation. A different session is the conservative starting point for separate products."
P189,bha,BHA · salicylic acid leave-on,hydroquinone,Hydroquinone course,caution,different-session,Exfoliant plus treatment-load caution,s42; s43; s44; s45; s49; s54,https://pubmed.ncbi.nlm.nih.gov/38787441/; https://pubmed.ncbi.nlm.nih.gov/29862871/; https://pubmed.ncbi.nlm.nih.gov/36943434/; https://pubmed.ncbi.nlm.nih.gov/34971480/; https://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=fdcaaa56-a27d-5bd9-e053-6294a90a1160&version=3; https://pubmed.ncbi.nlm.nih.gov/32356369/,"Peels, maintenance studies, labels, and acne reviews show that these lanes can be clinically useful but can also add keratolysis, sting, or pigmentary irritation. A different session is the conservative starting point for separate products."
P190,bha,BHA · salicylic acid leave-on,triple_combo,Prescription triple-combination cream,caution,different-session,Additive irritation load,,,"No direct cancellation rule was found, but placing two higher-load treatments together can make redness, dryness, or PIH more likely and harder to attribute."
P191,bha,BHA · salicylic acid leave-on,txa,Topical tranexamic acid,caution,different-session,Exfoliant plus treatment-load caution,s42; s43; s44; s45; s49; s54,https://pubmed.ncbi.nlm.nih.gov/38787441/; https://pubmed.ncbi.nlm.nih.gov/29862871/; https://pubmed.ncbi.nlm.nih.gov/36943434/; https://pubmed.ncbi.nlm.nih.gov/34971480/; https://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=fdcaaa56-a27d-5bd9-e053-6294a90a1160&version=3; https://pubmed.ncbi.nlm.nih.gov/32356369/,"Peels, maintenance studies, labels, and acne reviews show that these lanes can be clinically useful but can also add keratolysis, sting, or pigmentary irritation. A different session is the conservative starting point for separate products."
P192,bha,BHA · salicylic acid leave-on,cysteamine,Topical cysteamine,caution,different-session,Exfoliant plus treatment-load caution,s42; s43; s44; s45; s49; s54,https://pubmed.ncbi.nlm.nih.gov/38787441/; https://pubmed.ncbi.nlm.nih.gov/29862871/; https://pubmed.ncbi.nlm.nih.gov/36943434/; https://pubmed.ncbi.nlm.nih.gov/34971480/; https://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=fdcaaa56-a27d-5bd9-e053-6294a90a1160&version=3; https://pubmed.ncbi.nlm.nih.gov/32356369/,"Peels, maintenance studies, labels, and acne reviews show that these lanes can be clinically useful but can also add keratolysis, sting, or pigmentary irritation. A different session is the conservative starting point for separate products."
